real	0m0.742s
real	0m0.052s
real	0m0.669s
real	0m0.052s
real	0m0.631s
real	0m0.054s
real	0m0.840s
real	0m0.044s
real	0m0.726s
real	0m0.035s
real	0m0.650s
real	0m0.063s
real	0m0.689s
real	0m0.042s
real	0m0.663s
real	0m0.038s
real	0m0.674s
real	0m0.040s
real	0m1.684s
real	0m0.371s
real	0m1.185s
real	0m0.050s
real	0m0.731s
real	0m0.053s
real	0m0.707s
real	0m0.068s
real	0m0.763s
real	0m0.914s
real	0m1.588s
real	0m0.402s
real	0m1.377s
real	0m0.553s
real	0m2.033s
real	0m0.051s
real	0m1.850s
real	0m0.354s
real	0m1.332s
real	0m0.163s
real	0m1.890s
real	0m0.200s
real	0m1.808s
real	0m0.070s
real	0m0.818s
real	0m0.035s
real	0m0.821s
real	0m0.061s
real	0m0.828s
real	0m0.059s
real	0m0.706s
real	0m0.040s
real	0m0.743s
real	0m0.039s
real	0m0.730s
real	0m0.046s
real	0m0.706s
real	0m0.058s
real	0m0.654s
real	0m0.055s
real	0m0.668s
real	0m0.036s
real	0m0.711s
real	0m0.023s
real	0m0.639s
real	0m0.053s
real	0m0.626s
real	0m0.039s
real	0m0.665s
real	0m0.054s
real	0m0.712s
real	0m0.062s
real	0m1.118s
real	0m0.060s
real	0m1.357s
real	0m0.078s
real	0m1.058s
real	0m0.045s
real	0m0.986s
real	0m0.115s
real	0m1.191s
real	0m0.041s
real	0m1.071s
real	0m0.050s
real	0m0.890s
real	0m0.150s
real	0m0.708s
real	0m0.045s
real	0m0.652s
real	0m0.064s
real	0m0.857s
real	0m0.224s
real	0m0.658s
real	0m0.058s
real	0m0.707s
real	0m0.034s
real	0m0.736s
real	0m0.044s
real	0m0.857s
real	0m0.057s
real	0m0.878s
real	0m0.036s
real	0m0.685s
real	0m0.058s
real	0m0.676s
real	0m0.097s
real	0m0.717s
real	0m0.041s
real	0m0.960s
real	0m0.039s
real	0m0.719s
real	0m0.153s
real	0m0.726s
real	0m0.039s
real	0m1.164s
real	0m0.243s
real	0m0.967s
real	0m0.055s
real	0m0.957s
real	0m0.060s
real	0m0.712s
real	0m0.061s
real	0m0.774s
real	0m0.049s
real	0m0.652s
real	0m0.063s
real	0m0.677s
real	0m0.052s
real	0m0.674s
real	0m0.059s
real	0m0.698s
real	0m0.039s
real	0m0.685s
real	0m0.092s
real	0m1.019s
real	0m0.044s
real	0m0.636s
real	0m0.075s
real	0m0.746s
real	0m0.065s
real	0m1.189s
real	0m0.033s
real	0m0.834s
real	0m0.054s
real	0m0.711s
real	0m0.065s
real	0m1.226s
real	0m0.066s
real	0m0.860s
real	0m0.139s
real	0m0.765s
real	0m0.057s
real	0m0.733s
real	0m0.049s
real	0m0.815s
real	0m0.056s
real	0m0.760s
real	0m0.057s
real	0m0.923s
real	0m0.066s
real	0m0.838s
real	0m0.036s
real	0m0.733s
real	0m0.033s
real	0m0.669s
real	0m0.057s
real	0m0.781s
real	0m0.042s
real	0m0.751s
real	0m0.059s
real	0m0.855s
real	0m0.076s
real	0m1.001s
real	0m0.040s
real	0m0.805s
real	0m0.048s
real	0m0.688s
real	0m0.048s
real	0m0.730s
real	0m0.057s
real	0m0.893s
real	0m0.051s
real	0m1.026s
real	0m0.055s
real	0m0.735s
real	0m0.054s
real	0m0.797s
real	0m0.310s
real	0m1.009s
real	0m0.045s
real	0m0.821s
real	0m0.052s
real	0m0.997s
real	0m0.047s
real	0m0.933s
real	0m0.074s
real	0m0.881s
real	0m0.059s
real	0m0.798s
real	0m0.036s
real	0m0.708s
real	0m0.077s
real	0m0.703s
real	0m0.052s
real	0m0.817s
real	0m0.046s
real	0m1.050s
real	0m0.071s
real	0m1.054s
real	0m0.044s
real	0m0.992s
real	0m0.046s
real	0m0.678s
real	0m0.042s
real	0m1.006s
real	0m0.291s
real	0m0.818s
real	0m0.054s
real	0m0.908s
real	0m0.053s
real	0m0.699s
real	0m0.049s
real	0m0.789s
real	0m0.051s
real	0m0.871s
real	0m0.129s
real	0m0.766s
real	0m0.252s
real	0m0.740s
real	0m0.105s
real	0m0.710s
real	0m0.068s
real	0m0.953s
real	0m0.049s
real	0m0.691s
real	0m0.057s
real	0m0.703s
real	0m0.065s
real	0m1.491s
real	0m0.103s
real	0m0.924s
real	0m0.080s
real	0m0.980s
real	0m0.060s
real	0m0.787s
real	0m0.055s
real	0m0.902s
real	0m0.260s
real	0m0.782s
real	0m0.052s
real	0m0.720s
real	0m0.052s
real	0m0.862s
real	0m0.046s
real	0m0.879s
real	0m0.048s
real	0m0.858s
real	0m0.044s
real	0m0.680s
real	0m0.029s
real	0m0.659s
real	0m0.048s
real	0m0.679s
real	0m0.054s
real	0m0.765s
real	0m0.078s
real	0m0.753s
real	0m0.078s
real	0m0.739s
real	0m0.057s
real	0m0.695s
real	0m0.027s
real	0m0.725s
real	0m0.051s
real	0m0.735s
real	0m0.055s
real	0m0.720s
real	0m0.042s
real	0m0.751s
real	0m0.094s
real	0m0.709s
real	0m0.041s
real	0m0.741s
real	0m0.069s
real	0m0.953s
real	0m0.084s
real	0m1.418s
real	0m0.043s
real	0m0.786s
real	0m0.080s
real	0m0.791s
real	0m0.062s
real	0m0.751s
real	0m0.063s
real	0m0.736s
real	0m0.053s
real	0m0.814s
real	0m0.055s
real	0m0.757s
real	0m0.033s
real	0m0.720s
real	0m0.096s
real	0m0.703s
real	0m0.058s
real	0m0.729s
real	0m0.057s
real	0m0.674s
real	0m0.046s
real	0m0.771s
real	0m0.090s
real	0m0.833s
real	0m0.070s
real	0m0.800s
real	0m0.025s
real	0m0.737s
real	0m0.045s
real	0m0.833s
real	0m0.158s
real	0m0.819s
real	0m0.139s
real	0m0.767s
real	0m0.123s
real	0m0.751s
real	0m0.132s
real	0m0.969s
real	0m0.069s
real	0m0.896s
real	0m0.125s
real	0m0.797s
real	0m0.095s
real	0m0.793s
real	0m0.041s
real	0m0.715s
real	0m0.055s
real	0m0.728s
real	0m0.051s
real	0m0.747s
real	0m0.047s
real	0m0.935s
real	0m0.031s
real	0m0.704s
real	0m0.090s
real	0m0.701s
real	0m0.070s
real	0m0.723s
real	0m0.051s
real	0m0.706s
real	0m0.040s
real	0m0.715s
real	0m0.054s
real	0m0.683s
real	0m0.052s
real	0m0.805s
real	0m0.086s
real	0m0.849s
real	0m0.044s
real	0m0.799s
real	0m0.024s
real	0m0.908s
real	0m0.063s
real	0m0.777s
real	0m0.061s
real	0m0.748s
real	0m0.068s
real	0m0.817s
real	0m0.050s
real	0m0.728s
real	0m0.021s
real	0m0.817s
real	0m0.036s
real	0m0.941s
real	0m0.215s
real	0m1.170s
real	0m0.085s
real	0m0.675s
real	0m0.082s
real	0m0.752s
real	0m0.073s
real	0m0.748s
real	0m0.065s
real	0m0.745s
real	0m0.069s
real	0m0.735s
real	0m0.051s
real	0m0.821s
real	0m0.047s
real	0m0.802s
real	0m0.061s
real	0m0.692s
real	0m0.072s
real	0m0.659s
real	0m0.043s
real	0m0.648s
real	0m0.080s
real	0m0.871s
real	0m0.054s
real	0m1.073s
real	0m0.091s
real	0m0.805s
real	0m0.037s
real	0m0.846s
real	0m0.062s
real	0m0.787s
real	0m0.054s
real	0m1.778s
real	0m0.063s
real	0m0.870s
real	0m0.105s
real	0m0.736s
real	0m0.054s
real	0m1.116s
real	0m0.080s
real	0m0.814s
real	0m0.102s
real	0m0.745s
real	0m0.054s
real	0m0.936s
real	0m0.028s
real	0m0.659s
real	0m0.024s
real	0m0.770s
real	0m0.065s
real	0m0.837s
real	0m0.069s
real	0m0.921s
real	0m0.054s
real	0m1.007s
real	0m0.064s
real	0m0.776s
real	0m0.050s
real	0m0.688s
real	0m0.064s
real	0m0.755s
real	0m0.098s
real	0m0.867s
real	0m0.064s
real	0m0.745s
real	0m0.047s
real	0m0.801s
real	0m0.089s
real	0m0.780s
real	0m0.043s
real	0m0.712s
real	0m0.072s
real	0m0.706s
real	0m0.053s
real	0m0.747s
real	0m0.025s
real	0m0.720s
real	0m0.039s
real	0m0.819s
real	0m0.046s
real	0m0.783s
real	0m0.043s
real	0m0.774s
real	0m0.064s
real	0m0.728s
real	0m0.044s
real	0m0.727s
real	0m0.046s
real	0m0.753s
real	0m0.106s
real	0m0.898s
real	0m0.067s
real	0m0.735s
real	0m0.059s
real	0m0.797s
real	0m0.069s
real	0m0.812s
real	0m0.082s
real	0m0.836s
real	0m0.070s
real	0m0.885s
real	0m0.069s
real	0m0.763s
real	0m0.043s
real	0m0.767s
real	0m0.078s
real	0m0.778s
real	0m0.045s
real	0m0.796s
real	0m0.132s
real	0m0.755s
real	0m0.053s
real	0m0.851s
real	0m0.178s
real	0m0.891s
real	0m0.068s
real	0m0.854s
real	0m0.099s
real	0m0.799s
real	0m0.070s
real	0m0.708s
real	0m0.044s
real	0m0.854s
real	0m0.075s
real	0m0.804s
real	0m0.064s
real	0m0.756s
real	0m0.126s
real	0m0.761s
real	0m0.073s
